Transaction ID,Date,Customer ID,Product Category,Quantity,Price per Unit,Total Amount
553,2023-03-31,CUST553,Clothing,4,300,1200
554,2023-11-12,CUST554,Beauty,3,50,150
555,2023-10-19,CUST555,Beauty,1,300,300
556,2023-06-04,CUST556,Electronics,1,50,50
557,2023-07-27,CUST557,Beauty,3,30,90
558,2023-10-08,CUST558,Clothing,1,25,25
559,2023-01-01,CUST559,Clothing,4,300,1200
560,2023-06-05,CUST560,Electronics,1,50,50
561,2023-05-27,CUST561,Clothing,4,500,2000
562,2023-04-18,CUST562,Electronics,2,25,50
563,2023-08-09,CUST563,Clothing,2,30,60
564,2023-10-24,CUST564,Electronics,2,50,100
565,2023-11-07,CUST565,Beauty,2,30,60
566,2023-12-02,CUST566,Clothing,1,30,30
567,2023-06-14,CUST567,Clothing,3,300,900
568,2023-08-27,CUST568,Electronics,1,300,300
569,2023-08-15,CUST569,Electronics,4,50,200
570,2023-08-15,CUST570,Clothing,1,500,500
571,2023-12-12,CUST571,Electronics,1,50,50
572,2023-04-20,CUST572,Clothing,4,500,2000
573,2023-09-19,CUST573,Beauty,2,30,60
574,2023-08-31,CUST574,Electronics,2,25,50
575,2023-03-28,CUST575,Clothing,2,50,100
576,2023-12-04,CUST576,Beauty,3,50,150
577,2023-02-13,CUST577,Beauty,4,500,2000
578,2023-05-26,CUST578,Clothing,4,30,120
579,2023-09-21,CUST579,Electronics,1,30,30
580,2023-12-06,CUST580,Clothing,3,500,1500
581,2023-11-21,CUST581,Beauty,2,30,60
582,2023-11-14,CUST582,Clothing,3,300,900
583,2023-06-21,CUST583,Electronics,4,25,100
584,2023-02-17,CUST584,Beauty,4,50,200
585,2023-05-01,CUST585,Clothing,1,25,25
586,2023-12-11,CUST586,Electronics,1,50,50
587,2023-06-08,CUST587,Beauty,4,300,1200
588,2023-04-26,CUST588,Electronics,2,30,60
589,2023-04-12,CUST589,Beauty,2,500,1000
590,2023-03-17,CUST590,Clothing,3,300,900
591,2023-01-13,CUST591,Electronics,4,25,100
592,2023-01-24,CUST592,Beauty,4,500,2000
593,2023-05-06,CUST593,Electronics,2,30,60
594,2023-09-01,CUST594,Electronics,2,300,600
595,2023-11-09,CUST595,Clothing,4,500,2000
596,2023-02-07,CUST596,Electronics,1,300,300
597,2023-08-22,CUST597,Beauty,4,300,1200
598,2023-08-01,CUST598,Beauty,4,30,120
599,2023-11-19,CUST599,Beauty,2,50,100
600,2023-10-22,CUST600,Beauty,2,500,1000
601,2023-04-10,CUST601,Clothing,1,30,30
602,2023-12-23,CUST602,Electronics,1,300,300
603,2023-07-16,CUST603,Clothing,3,30,90
604,2023-09-11,CUST604,Electronics,4,50,200
605,2023-07-24,CUST605,Electronics,2,500,1000
606,2023-05-05,CUST606,Electronics,1,50,50
607,2023-03-17,CUST607,Clothing,3,25,75
608,2023-12-02,CUST608,Electronics,3,500,1500
609,2023-12-19,CUST609,Clothing,2,50,100
610,2023-01-03,CUST610,Beauty,2,300,600
611,2023-02-24,CUST611,Beauty,3,500,1500
612,2023-08-06,CUST612,Electronics,1,500,500
613,2023-04-23,CUST613,Clothing,3,30,90
614,2023-04-01,CUST614,Beauty,4,300,1200
615,2023-12-23,CUST615,Clothing,4,25,100
616,2023-09-23,CUST616,Clothing,2,50,100
617,2023-08-26,CUST617,Electronics,1,30,30
618,2023-01-26,CUST618,Beauty,1,50,50
619,2023-10-13,CUST619,Electronics,4,25,100
620,2023-05-08,CUST620,Electronics,3,25,75
621,2023-03-04,CUST621,Beauty,2,500,1000
622,2023-08-22,CUST622,Beauty,3,25,75
623,2023-03-10,CUST623,Clothing,3,50,150
624,2023-08-26,CUST624,Beauty,3,300,900
625,2023-12-08,CUST625,Clothing,1,300,300
626,2023-09-29,CUST626,Clothing,4,500,2000
627,2023-10-14,CUST627,Clothing,1,50,50
628,2023-11-01,CUST628,Beauty,4,50,200
629,2023-06-12,CUST629,Electronics,2,25,50
630,2023-08-15,CUST630,Clothing,2,50,100
631,2023-11-10,CUST631,Electronics,3,30,90
632,2023-09-16,CUST632,Electronics,4,25,100
633,2023-08-07,CUST633,Beauty,4,30,120
634,2023-10-08,CUST634,Electronics,4,500,2000
635,2023-08-17,CUST635,Electronics,3,300,900
636,2023-03-23,CUST636,Beauty,3,500,1500
637,2023-09-01,CUST637,Clothing,2,300,600
638,2023-08-19,CUST638,Electronics,1,500,500
639,2023-05-13,CUST639,Beauty,4,50,200
640,2023-05-07,CUST640,Electronics,4,30,120
641,2023-11-23,CUST641,Electronics,1,300,300
642,2023-05-22,CUST642,Clothing,4,25,100
643,2023-09-24,CUST643,Electronics,3,30,90
644,2023-09-06,CUST644,Beauty,3,25,75
645,2023-11-17,CUST645,Electronics,4,30,120
646,2023-05-03,CUST646,Clothing,3,30,90
647,2023-05-21,CUST647,Clothing,3,500,1500
648,2023-08-14,CUST648,Beauty,4,300,1200
649,2023-02-09,CUST649,Clothing,2,300,600
650,2024-01-01,CUST650,Electronics,1,30,30
651,2023-05-27,CUST651,Clothing,3,50,150
652,2023-05-01,CUST652,Beauty,2,50,100
653,2023-05-20,CUST653,Clothing,3,25,75
654,2023-06-21,CUST654,Clothing,3,25,75
655,2023-06-13,CUST655,Clothing,1,500,500
656,2023-10-04,CUST656,Beauty,3,30,90
657,2023-02-11,CUST657,Clothing,1,25,25
658,2023-03-12,CUST658,Clothing,1,25,25
659,2023-03-19,CUST659,Electronics,1,30,30
660,2023-04-29,CUST660,Beauty,2,500,1000
661,2023-07-16,CUST661,Clothing,4,25,100
662,2023-12-22,CUST662,Beauty,2,500,1000
663,2023-03-20,CUST663,Clothing,4,300,1200
664,2023-12-28,CUST664,Clothing,4,500,2000
665,2023-04-20,CUST665,Clothing,1,50,50
666,2023-02-02,CUST666,Electronics,3,50,150
667,2023-08-01,CUST667,Electronics,1,500,500
668,2023-07-28,CUST668,Electronics,3,50,150
669,2023-06-19,CUST669,Beauty,4,300,1200
670,2023-10-05,CUST670,Beauty,1,30,30
671,2023-08-27,CUST671,Electronics,3,50,150
672,2023-08-01,CUST672,Beauty,2,50,100
673,2023-02-01,CUST673,Clothing,3,500,1500
674,2023-04-16,CUST674,Clothing,1,300,300
675,2023-08-04,CUST675,Clothing,2,30,60
676,2023-07-19,CUST676,Electronics,3,500,1500
677,2023-10-27,CUST677,Beauty,3,500,1500
678,2023-12-23,CUST678,Electronics,3,300,900
679,2023-01-11,CUST679,Beauty,3,30,90
680,2023-10-22,CUST680,Clothing,3,300,900
681,2023-07-14,CUST681,Electronics,2,30,60
682,2023-09-02,CUST682,Beauty,4,300,1200
683,2023-01-04,CUST683,Beauty,2,500,1000
684,2023-06-30,CUST684,Clothing,2,500,1000
685,2023-06-02,CUST685,Electronics,2,25,50
686,2023-07-19,CUST686,Electronics,4,50,200
687,2023-08-03,CUST687,Electronics,1,300,300
688,2023-10-03,CUST688,Clothing,4,25,100
689,2023-10-07,CUST689,Electronics,2,50,100
690,2023-11-05,CUST690,Clothing,3,300,900
691,2023-04-23,CUST691,Clothing,3,30,90
692,2023-09-07,CUST692,Clothing,2,50,100
693,2023-04-23,CUST693,Beauty,3,500,1500
694,2023-05-20,CUST694,Electronics,2,25,50
695,2023-08-12,CUST695,Electronics,3,50,150
696,2023-09-06,CUST696,Clothing,4,50,200
697,2023-01-15,CUST697,Clothing,1,500,500
698,2023-07-19,CUST698,Electronics,1,300,300
699,2023-06-22,CUST699,Clothing,4,30,120
700,2023-12-09,CUST700,Electronics,4,500,2000
701,2023-12-14,CUST701,Beauty,2,30,60
702,2023-07-27,CUST702,Clothing,2,300,600
703,2023-03-26,CUST703,Electronics,2,50,100
704,2023-08-28,CUST704,Clothing,3,30,90
705,2023-03-07,CUST705,Electronics,2,25,50
706,2023-11-15,CUST706,Electronics,4,25,100
707,2023-10-01,CUST707,Clothing,1,500,500
708,2023-01-14,CUST708,Beauty,3,300,900
709,2023-07-21,CUST709,Electronics,2,500,1000
710,2023-10-31,CUST710,Electronics,3,500,1500
711,2023-10-16,CUST711,Electronics,3,500,1500
712,2023-12-06,CUST712,Beauty,2,25,50
713,2023-01-14,CUST713,Beauty,3,25,75
714,2023-02-12,CUST714,Clothing,1,500,500
715,2023-11-26,CUST715,Beauty,4,25,100
716,2023-08-08,CUST716,Clothing,4,300,1200
717,2023-03-11,CUST717,Clothing,1,500,500
718,2023-08-25,CUST718,Beauty,3,25,75
719,2023-04-04,CUST719,Clothing,2,30,60
720,2023-01-26,CUST720,Beauty,3,500,1500
721,2023-05-14,CUST721,Clothing,1,500,500
722,2023-07-14,CUST722,Beauty,3,300,900
723,2023-06-17,CUST723,Beauty,4,50,200
724,2023-04-19,CUST724,Clothing,3,50,150
725,2023-08-21,CUST725,Electronics,1,300,300
726,2023-06-17,CUST726,Clothing,4,300,1200
727,2023-06-22,CUST727,Beauty,3,300,900
728,2023-07-14,CUST728,Electronics,3,50,150
729,2023-05-23,CUST729,Clothing,4,300,1200
730,2023-08-04,CUST730,Clothing,2,25,50
731,2023-05-10,CUST731,Clothing,4,500,2000
732,2023-02-11,CUST732,Electronics,2,500,1000
733,2023-08-29,CUST733,Beauty,1,30,30
734,2023-01-10,CUST734,Clothing,1,30,30
735,2023-10-04,CUST735,Clothing,4,500,2000
736,2023-01-27,CUST736,Clothing,4,25,100
737,2023-06-29,CUST737,Clothing,1,50,50
738,2023-04-25,CUST738,Clothing,2,50,100
739,2023-11-29,CUST739,Beauty,1,25,25
740,2023-02-05,CUST740,Beauty,4,50,200
741,2023-11-30,CUST741,Clothing,1,300,300
742,2023-01-21,CUST742,Electronics,4,500,2000
743,2023-01-16,CUST743,Beauty,4,500,2000
744,2023-05-07,CUST744,Electronics,1,25,25
745,2023-04-13,CUST745,Beauty,2,50,100
746,2023-01-11,CUST746,Clothing,3,30,90
747,2023-11-15,CUST747,Beauty,1,30,30
748,2023-03-20,CUST748,Clothing,3,50,150
749,2023-05-03,CUST749,Beauty,1,30,30
750,2023-03-06,CUST750,Clothing,3,25,75
751,2023-08-31,CUST751,Clothing,2,25,50
752,2023-12-09,CUST752,Clothing,2,50,100
753,2023-02-28,CUST753,Clothing,1,30,30
754,2023-10-16,CUST754,Electronics,4,25,100
755,2023-04-22,CUST755,Clothing,3,25,75
756,2023-08-27,CUST756,Electronics,4,300,1200
757,2023-12-25,CUST757,Electronics,4,300,1200
758,2023-05-12,CUST758,Clothing,4,25,100
759,2023-07-08,CUST759,Electronics,2,50,100
760,2023-03-27,CUST760,Beauty,1,500,500
761,2023-11-07,CUST761,Clothing,1,500,500
762,2023-11-07,CUST762,Electronics,2,25,50
763,2023-02-28,CUST763,Clothing,2,25,50
764,2023-03-25,CUST764,Clothing,1,25,25
765,2023-06-09,CUST765,Clothing,4,50,200
766,2023-02-25,CUST766,Electronics,3,300,900
767,2023-10-24,CUST767,Beauty,3,25,75
768,2023-01-14,CUST768,Beauty,3,25,75
769,2023-06-09,CUST769,Electronics,4,30,120
770,2023-10-22,CUST770,Clothing,1,50,50
771,2023-12-13,CUST771,Electronics,2,25,50
772,2023-07-12,CUST772,Electronics,1,30,30
773,2023-07-23,CUST773,Electronics,4,500,2000
774,2023-04-12,CUST774,Clothing,2,25,50
775,2023-02-08,CUST775,Electronics,4,25,100
776,2023-10-31,CUST776,Clothing,3,30,90
777,2023-12-20,CUST777,Electronics,3,50,150
778,2023-11-18,CUST778,Beauty,4,25,100
779,2023-05-05,CUST779,Electronics,2,500,1000
780,2023-02-22,CUST780,Electronics,2,25,50
781,2023-12-23,CUST781,Beauty,1,500,500
782,2023-06-04,CUST782,Clothing,3,300,900
783,2023-12-17,CUST783,Clothing,1,300,300
784,2023-11-04,CUST784,Electronics,1,500,500
785,2023-03-03,CUST785,Beauty,4,50,200
786,2023-10-17,CUST786,Clothing,4,25,100
787,2023-01-22,CUST787,Electronics,1,25,25
788,2023-06-27,CUST788,Beauty,3,300,900
789,2023-09-30,CUST789,Clothing,4,500,2000
790,2023-08-08,CUST790,Clothing,1,25,25
791,2023-12-05,CUST791,Beauty,1,25,25
792,2023-07-09,CUST792,Beauty,1,50,50
793,2023-02-05,CUST793,Beauty,1,30,30
794,2023-09-17,CUST794,Beauty,1,300,300
795,2023-11-28,CUST795,Electronics,1,300,300
796,2023-06-24,CUST796,Beauty,4,30,120
797,2023-01-07,CUST797,Clothing,3,25,75
798,2023-08-04,CUST798,Clothing,1,50,50
799,2023-09-08,CUST799,Electronics,2,50,100
800,2023-02-24,CUST800,Clothing,4,300,1200
801,2023-08-10,CUST801,Clothing,4,50,200
802,2023-07-05,CUST802,Beauty,1,30,30
803,2023-11-22,CUST803,Clothing,4,25,100
804,2023-08-24,CUST804,Electronics,1,30,30
805,2023-12-29,CUST805,Beauty,3,500,1500
806,2023-03-20,CUST806,Beauty,3,300,900
807,2023-08-11,CUST807,Electronics,4,50,200
808,2023-04-01,CUST808,Beauty,4,500,2000
809,2023-09-25,CUST809,Beauty,2,50,100
810,2023-11-30,CUST810,Electronics,4,25,100
811,2023-05-19,CUST811,Beauty,2,25,50
812,2023-11-12,CUST812,Electronics,3,25,75
813,2023-10-03,CUST813,Electronics,3,50,150
814,2023-09-05,CUST814,Clothing,1,500,500
815,2023-08-27,CUST815,Clothing,3,25,75
816,2023-08-12,CUST816,Beauty,2,500,1000
817,2023-10-31,CUST817,Beauty,4,50,200
818,2023-05-18,CUST818,Electronics,1,500,500
819,2023-06-15,CUST819,Beauty,2,50,100
820,2023-05-06,CUST820,Electronics,4,50,200
821,2023-02-14,CUST821,Electronics,1,300,300
822,2023-05-23,CUST822,Beauty,3,50,150
823,2023-08-19,CUST823,Electronics,2,50,100
824,2023-05-05,CUST824,Clothing,4,30,120
825,2023-08-26,CUST825,Beauty,1,25,25
826,2023-10-19,CUST826,Clothing,1,300,300
827,2023-11-09,CUST827,Beauty,3,300,900
828,2023-12-09,CUST828,Electronics,4,300,1200
829,2023-07-14,CUST829,Beauty,3,30,90
830,2023-06-22,CUST830,Clothing,3,50,150
831,2023-01-15,CUST831,Electronics,4,25,100
832,2023-09-11,CUST832,Beauty,4,500,2000
833,2023-06-16,CUST833,Beauty,4,50,200
834,2023-04-04,CUST834,Beauty,2,30,60
835,2023-09-07,CUST835,Clothing,4,50,200
836,2023-04-19,CUST836,Clothing,1,50,50
837,2023-07-01,CUST837,Beauty,3,30,90
838,2023-05-13,CUST838,Electronics,2,300,600
839,2023-06-24,CUST839,Electronics,4,300,1200
840,2023-05-24,CUST840,Clothing,2,25,50
841,2023-11-02,CUST841,Electronics,4,25,100
842,2023-12-26,CUST842,Clothing,2,300,600
843,2023-05-22,CUST843,Beauty,3,500,1500
844,2023-10-12,CUST844,Clothing,3,50,150
845,2023-01-06,CUST845,Clothing,1,500,500
846,2023-09-22,CUST846,Beauty,1,50,50
847,2023-04-08,CUST847,Electronics,4,300,1200
848,2023-02-13,CUST848,Clothing,3,25,75
849,2023-05-04,CUST849,Clothing,2,25,50
850,2023-07-28,CUST850,Beauty,2,500,1000
851,2023-09-08,CUST851,Electronics,2,25,50
852,2023-10-12,CUST852,Clothing,1,300,300
853,2023-05-04,CUST853,Beauty,2,500,1000
854,2023-12-20,CUST854,Clothing,1,50,50
855,2023-09-01,CUST855,Beauty,1,25,25
856,2023-11-27,CUST856,Electronics,4,30,120
857,2023-12-31,CUST857,Electronics,2,25,50
858,2023-09-09,CUST858,Electronics,2,50,100
859,2023-08-18,CUST859,Electronics,3,500,1500
860,2023-01-09,CUST860,Clothing,4,50,200
861,2023-02-17,CUST861,Clothing,3,30,90
862,2023-05-31,CUST862,Electronics,4,300,1200
863,2023-04-24,CUST863,Electronics,2,25,50
864,2023-07-27,CUST864,Electronics,1,500,500
865,2023-12-21,CUST865,Clothing,1,300,300
866,2023-05-05,CUST866,Electronics,1,50,50
867,2023-06-06,CUST867,Electronics,1,500,500
868,2023-12-06,CUST868,Electronics,1,300,300
869,2023-10-25,CUST869,Beauty,3,500,1500
870,2023-07-08,CUST870,Electronics,4,30,120
871,2023-08-31,CUST871,Beauty,2,30,60
872,2023-10-11,CUST872,Beauty,3,25,75
873,2023-09-29,CUST873,Electronics,4,25,100
874,2023-06-26,CUST874,Beauty,1,30,30
875,2023-08-06,CUST875,Electronics,4,500,2000
876,2023-10-09,CUST876,Clothing,4,30,120
877,2023-06-19,CUST877,Clothing,1,25,25
878,2023-06-30,CUST878,Clothing,1,30,30
879,2023-12-26,CUST879,Clothing,1,30,30
880,2023-08-21,CUST880,Beauty,2,500,1000
881,2023-05-19,CUST881,Electronics,1,300,300
882,2023-06-06,CUST882,Electronics,2,25,50
883,2023-05-09,CUST883,Electronics,1,500,500
884,2023-04-29,CUST884,Clothing,2,30,60
885,2023-03-03,CUST885,Clothing,4,30,120
886,2023-04-09,CUST886,Electronics,3,300,900
887,2023-06-11,CUST887,Clothing,4,25,100
888,2023-03-03,CUST888,Electronics,4,25,100
889,2023-10-02,CUST889,Electronics,1,50,50
890,2023-12-20,CUST890,Electronics,2,25,50
891,2023-04-05,CUST891,Electronics,3,300,900
892,2023-04-09,CUST892,Electronics,1,50,50
893,2023-04-21,CUST893,Electronics,1,50,50
894,2023-09-05,CUST894,Electronics,1,30,30
895,2023-05-22,CUST895,Clothing,4,30,120
896,2023-10-29,CUST896,Electronics,2,25,50
897,2023-09-26,CUST897,Electronics,2,50,100
898,2023-11-02,CUST898,Clothing,3,30,90
899,2023-05-25,CUST899,Clothing,2,300,600
900,2023-02-21,CUST900,Clothing,2,30,60
901,2023-04-10,CUST901,Electronics,1,30,30
902,2023-06-01,CUST902,Beauty,1,50,50
903,2023-04-27,CUST903,Beauty,4,50,200
904,2023-07-04,CUST904,Clothing,1,500,500
905,2023-04-02,CUST905,Beauty,1,300,300
906,2023-06-04,CUST906,Clothing,1,50,50
907,2023-01-08,CUST907,Electronics,1,25,25
908,2023-12-29,CUST908,Beauty,4,300,1200
909,2023-10-01,CUST909,Electronics,1,300,300
910,2023-03-06,CUST910,Beauty,3,50,150
911,2023-05-21,CUST911,Electronics,3,300,900
912,2023-01-24,CUST912,Beauty,3,50,150
913,2023-01-28,CUST913,Electronics,3,30,90
914,2023-10-11,CUST914,Electronics,1,500,500
915,2023-05-30,CUST915,Beauty,3,30,90
916,2023-12-24,CUST916,Electronics,1,50,50
917,2023-03-06,CUST917,Electronics,4,50,200
918,2023-11-23,CUST918,Electronics,3,30,90
919,2023-09-09,CUST919,Beauty,2,25,50
920,2023-02-22,CUST920,Beauty,3,25,75
921,2023-01-07,CUST921,Electronics,3,25,75
922,2023-10-21,CUST922,Electronics,1,50,50
923,2023-05-26,CUST923,Beauty,3,300,900
924,2023-08-29,CUST924,Beauty,2,50,100
925,2023-09-03,CUST925,Electronics,1,300,300
926,2023-08-14,CUST926,Electronics,1,30,30
927,2023-06-24,CUST927,Electronics,4,500,2000
928,2023-04-05,CUST928,Clothing,4,300,1200
929,2023-01-27,CUST929,Beauty,3,25,75
930,2023-05-10,CUST930,Clothing,4,50,200
931,2023-09-02,CUST931,Beauty,4,30,120
932,2023-02-28,CUST932,Beauty,4,25,100
933,2023-02-03,CUST933,Beauty,1,30,30
934,2023-07-25,CUST934,Beauty,1,500,500
935,2023-09-09,CUST935,Beauty,1,50,50
936,2023-02-07,CUST936,Beauty,4,50,200
937,2023-10-23,CUST937,Beauty,1,500,500
938,2023-11-19,CUST938,Clothing,4,50,200
939,2023-12-18,CUST939,Electronics,1,300,300
940,2023-01-28,CUST940,Electronics,1,30,30
941,2023-03-19,CUST941,Clothing,2,25,50
942,2023-03-18,CUST942,Clothing,3,500,1500
943,2023-10-16,CUST943,Clothing,4,300,1200
944,2023-06-05,CUST944,Clothing,2,25,50
945,2023-02-13,CUST945,Beauty,1,25,25
946,2023-05-08,CUST946,Electronics,4,500,2000
947,2023-03-02,CUST947,Beauty,1,300,300
948,2023-10-13,CUST948,Electronics,3,25,75
949,2023-08-02,CUST949,Electronics,2,25,50
950,2023-11-07,CUST950,Clothing,3,300,900
951,2023-11-02,CUST951,Beauty,2,50,100
952,2023-11-13,CUST952,Clothing,1,25,25
953,2023-04-26,CUST953,Beauty,3,30,90
954,2023-09-25,CUST954,Electronics,3,300,900
955,2023-07-14,CUST955,Clothing,1,25,25
956,2023-08-19,CUST956,Clothing,3,500,1500
957,2023-08-15,CUST957,Electronics,4,30,120
958,2023-06-02,CUST958,Electronics,2,25,50
959,2023-10-29,CUST959,Electronics,2,30,60
960,2023-08-08,CUST960,Clothing,2,30,60
961,2023-06-06,CUST961,Beauty,4,50,200
962,2023-10-19,CUST962,Clothing,2,30,60
963,2023-11-14,CUST963,Beauty,1,50,50
964,2023-01-31,CUST964,Clothing,3,300,900
965,2023-11-09,CUST965,Clothing,4,50,200
966,2023-02-20,CUST966,Electronics,2,500,1000
967,2023-04-17,CUST967,Beauty,1,25,25
968,2023-11-17,CUST968,Clothing,3,300,900
969,2023-04-19,CUST969,Clothing,3,300,900
970,2023-05-16,CUST970,Electronics,4,500,2000
971,2023-12-05,CUST971,Electronics,4,50,200
972,2023-02-11,CUST972,Beauty,4,25,100
973,2023-03-22,CUST973,Clothing,1,50,50
974,2023-05-03,CUST974,Beauty,1,30,30
975,2023-03-30,CUST975,Clothing,4,50,200
976,2023-10-10,CUST976,Beauty,2,300,600
977,2023-02-08,CUST977,Electronics,3,25,75
978,2023-03-22,CUST978,Clothing,3,50,150
979,2023-01-02,CUST979,Beauty,1,25,25
980,2023-07-29,CUST980,Electronics,3,25,75
981,2023-08-19,CUST981,Electronics,2,30,60
982,2023-12-19,CUST982,Beauty,3,30,90
983,2023-11-01,CUST983,Clothing,1,300,300
984,2023-08-29,CUST984,Clothing,1,500,500
985,2023-05-30,CUST985,Electronics,2,25,50
986,2023-01-17,CUST986,Clothing,2,500,1000
987,2023-04-29,CUST987,Clothing,3,300,900
988,2023-05-28,CUST988,Clothing,3,25,75
989,2023-12-28,CUST989,Electronics,1,25,25
990,2023-05-25,CUST990,Beauty,2,500,1000
991,2023-12-26,CUST991,Clothing,2,50,100
992,2023-08-21,CUST992,Electronics,2,30,60
993,2023-02-06,CUST993,Electronics,3,50,150
994,2023-12-18,CUST994,Beauty,2,500,1000
995,2023-04-30,CUST995,Clothing,1,30,30
996,2023-05-16,CUST996,Clothing,1,50,50
997,2023-11-17,CUST997,Beauty,3,30,90
998,2023-10-29,CUST998,Beauty,4,25,100
999,2023-12-05,CUST999,Electronics,3,50,150
1000,2023-04-12,CUST1000,Electronics,4,30,120
1001,2023-05-11,CUST298,Electronics,1,300,28.3296
1002,2023-10-29,CUST035,Beauty,3,50,37.3641
1003,2023-08-31,CUST304,Beauty,4,300,45.3222
1004,2023-02-14,CUST162,Electronics,4,300,99.3564
1005,2023-10-01,CUST163,Electronics,1,300,1987.9658
1006,2023-02-18,CUST881,Electronics,1,500,962.7486
1007,2023-09-22,CUST033,Electronics,4,30,35.8461
1008,2023-10-05,CUST605,Electronics,3,300,505.1085
1009,2023-08-19,CUST052,Beauty,1,300,1133.9119
1010,2023-07-30,CUST657,Clothing,4,25,143.8384
1011,2023-01-24,CUST727,Beauty,4,300,100.2944
1012,2023-12-26,CUST127,Beauty,2,300,209.537
1013,2023-02-17,CUST718,Beauty,2,300,1571.0994
1014,2023-07-09,CUST077,Beauty,2,500,69.9216
1015,2023-08-01,CUST135,Beauty,1,500,97.8218
1016,2023-11-20,CUST688,Electronics,1,500,51.382
1017,2023-09-24,CUST465,Beauty,1,25,95.0581
1018,2023-05-16,CUST765,Electronics,4,25,893.0993
1019,2023-09-06,CUST177,Clothing,3,25,69.3685
1020,2023-08-11,CUST554,Electronics,3,50,98.646
1021,2023-04-19,CUST670,Clothing,4,25,635.2461
1022,2023-02-10,CUST038,Clothing,2,30,1403.8462
1023,2023-10-13,CUST240,Clothing,4,25,41.2387
1024,2023-09-08,CUST517,Electronics,2,25,67.978
1025,2023-10-02,CUST098,Clothing,2,30,110.0445
1026,2023-11-17,CUST267,Electronics,2,500,1325.5159
1027,2023-06-23,CUST589,Clothing,3,25,130.8067
1028,2023-05-16,CUST350,Electronics,4,50,620.738
1029,2023-01-17,CUST947,Clothing,1,500,26.3514
1030,2023-06-01,CUST019,Electronics,2,500,57.6525
1031,2023-09-19,CUST299,Electronics,4,50,56.7128
1032,2023-05-10,CUST889,Clothing,1,300,1376.4431
1033,2023-06-03,CUST329,Clothing,1,30,576.4713
1034,2023-02-20,CUST155,Clothing,3,50,540.9704
1035,2023-10-23,CUST012,Beauty,3,25,46.427
1036,2023-09-02,CUST432,Clothing,3,50,55.2319
1037,2023-03-21,CUST674,Electronics,4,300,197.3751
1038,2023-10-29,CUST047,Electronics,1,500,46.9057
1039,2023-02-02,CUST706,Clothing,4,300,1215.7885
1040,2023-10-08,CUST421,Clothing,2,30,1882.2595
1041,2023-08-24,CUST097,Clothing,1,30,167.1462
1042,2023-05-05,CUST644,Electronics,4,300,288.221
1043,2023-12-08,CUST294,Beauty,4,25,257.5698
1044,2023-04-26,CUST738,Clothing,1,30,62.9091
1045,2023-04-22,CUST390,Electronics,3,50,52.0561
1046,2023-06-06,CUST972,Clothing,2,30,1118.0528
1047,2023-02-06,CUST762,Electronics,4,25,63.803
1048,2023-08-31,CUST811,Beauty,2,25,207.5399
1049,2023-11-02,CUST859,Beauty,3,50,70.2819
1050,2023-03-22,CUST711,Electronics,4,500,120.7517
1051,2023-08-21,CUST588,Beauty,3,25,52.3507
1052,2023-09-17,CUST777,Beauty,2,300,152.9215
1053,2023-01-05,CUST477,Clothing,1,500,927.4327
1054,2023-05-03,CUST415,Beauty,3,500,66.9468
1055,2023-10-29,CUST655,Clothing,3,50,93.087
1056,2023-02-10,CUST413,Beauty,3,30,101.2776
1057,2023-02-23,CUST660,Electronics,3,50,29.5715
1058,2023-01-10,CUST084,Electronics,4,30,25.9927
1059,2023-09-16,CUST160,Clothing,3,50,102.2613
1060,2023-10-16,CUST898,Electronics,4,30,61.0169
1061,2023-02-13,CUST341,Beauty,3,25,34.0725
1062,2023-11-29,CUST381,Beauty,2,500,1299.9753
1063,2023-01-20,CUST676,Beauty,3,25,46.5674
1064,2023-05-03,CUST176,Beauty,2,300,68.6177
1065,2023-07-06,CUST942,Electronics,4,30,194.8966
1066,2023-10-26,CUST907,Beauty,4,30,93.5136
1067,2023-12-10,CUST186,Electronics,1,30,1257.0986
1068,2023-07-28,CUST056,Clothing,4,50,925.2739
1069,2023-05-26,CUST058,Beauty,4,25,936.4594
1070,2023-03-19,CUST268,Clothing,4,25,26.3288
1071,2023-04-13,CUST351,Clothing,2,300,179.8646
1072,2023-06-06,CUST594,Clothing,3,500,289.4928
1073,2023-08-12,CUST839,Electronics,3,25,120.5595
1074,2023-08-01,CUST337,Beauty,3,50,117.872
1075,2023-10-27,CUST150,Clothing,3,300,161.3079
1076,2023-05-15,CUST896,Beauty,4,300,1401.2084
1077,2023-01-05,CUST230,Electronics,4,25,54.6593
1078,2023-03-03,CUST198,Clothing,3,25,159.2488
1079,2023-10-24,CUST157,Beauty,3,50,97.227
1080,2023-05-22,CUST007,Beauty,1,30,62.2064
1081,2023-02-05,CUST750,Clothing,1,25,121.7066
1082,2023-01-24,CUST919,Electronics,1,500,1874.2311
1083,2023-04-25,CUST946,Clothing,4,300,102.1111
1084,2023-06-02,CUST654,Beauty,1,50,45.8656
1085,2023-02-11,CUST362,Electronics,4,500,95.4705
1086,2023-03-15,CUST913,Clothing,1,30,936.6706
1087,2023-11-10,CUST776,Electronics,2,25,27.6452
1088,2023-02-28,CUST521,Beauty,4,30,1980.7942
1089,2023-08-17,CUST538,Clothing,3,50,872.2306
1090,2023-09-23,CUST232,Electronics,3,25,97.7438
1091,2023-09-24,CUST369,Beauty,1,25,315.243
1092,2023-04-27,CUST250,Beauty,3,300,1121.2899
